Demanda;Criado em;DRI Audiovisual;Data Entrega;Etapa;Área Demandadora
[Produtos Presenciais] [AI Academy] [Reels] Depoimento mentor Rafael Milagre;March 10, 2025 11:19 AM;Erik Gomes;19/03/2025;Aprovado;
[Produtos Presenciais] [AI Academy] [Vídeo Curto] Depoimento mentor Rafael Milagre;March 10, 2025 12:09 PM;Erik Gomes;25/03/2025;Aprovado;
[ONLINE] [JOURNEY] [TURMA 03] [MARCELA ZAIDEM] [31/03/2025];March 10, 2025 12:43 PM;Gui Juhas;09/04/2025;Aprovado;Educação
[YOUTUBE] [TG] Buscando o terno do casamento em Londres;March 10, 2025 3:51 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [NARDON] ONE DAY - ÍNDIA;March 10, 2025 3:53 PM;Pedro Augusto;;Aprovado;
ok [SCL] [Scale Meeting] T01A_Marketing;March 10, 2025 6:39 PM;Gustavo Cairo;17/03/2025;Aprovado;Comunidades
[Edição de vídeo] [Corporativo] Reduzir tamanho de vídeo;March 11, 2025 10:13 AM;Gui Juhas;;Aprovado;
Demanda de Edição - Aulas Ao vivo | G4 Monitorias com Gustavo Martins;March 11, 2025 10:30 AM;Pedro Augusto;15/03/2025;Aprovado;Educação
[ADs] [G4 DAY] Tallis Gomes;March 11, 2025 10:34 AM;Lucas Liberato;20/03/2025;Aprovado;Matricial
[AFTERMOVIE] AC. VENDEDORES T8;March 11, 2025 4:55 PM;Gustavo Cairo;;Cancelado;
Edição - Aulas Ao Vivo | G4 GEMP: Negociações Estratégicas;March 12, 2025 9:47 AM;Gustavo Cairo;15/03/2025;Aprovado;Educação
[Curso Skills] Aquisição de usuários;March 12, 2025 12:53 PM;Raffaella Lima;;Aprovado;Educação
[CURSO] Networking Estratégico;March 12, 2025 12:56 PM;Thainá Vilhena;15/07/2025;Aprovado;Educação
[PODCAST] [EXTREMOS] STANLEY BITTAR;March 12, 2025 2:34 PM;Gustavo Cairo;17/03/2025;Aprovado;Podcast
[Produtos Presenciais] [AI Academy] Deck de vendas ;March 13, 2025 9:45 AM;;;Cancelado;
[Produtos Presenciais] [AI Academy] [Reels] Depoimento mentor João Vitor;March 13, 2025 10:37 AM;;;Cancelado;
[PRODUTOS PRESENCIAIS] APRESENTAÇÃO MENTORES;March 13, 2025 11:03 AM;;;Cancelado;
[PODCAST] [PAPO DE GESTÃO] RODRIGO BARROS;March 13, 2025 11:49 AM;Gustavo Cairo;;Aprovado;Podcast
[ON] [JOURNEY] [TURMA 03] [PILAR 1: AUMENTO DE RECEITA] [JONATHAN SOUZA] [17/03/2025];March 13, 2025 3:36 PM;Erik Gomes;;Aprovado;Educação
[ON] [JOURNEY] [TURMA 03] [PILAR 1: AUMENTO DE RECEITA] [DENER LIPPERT] [18/03/2025];March 13, 2025 3:42 PM;Lucas Liberato;20/03/2025;Aprovado;Educação
[Ediçao de Case] [SKILLS] Case de Skills Conference[MÁRCIA_NASCIMENTO];March 13, 2025 3:51 PM;Joyce Moraes;;Aprovado;Educação
[Edição de Case] [SKILLS] Case Skills Conference [VANIA];March 13, 2025 3:51 PM;Joyce Moraes;;Aprovado;Educação
[ON] [JOURNEY] [TURMA 03] [PILAR 1: AUMENTO DE RECEITA] [YAGO MARTINS] [19/03/2025];March 13, 2025 4:01 PM;Gustavo Cairo;;Aprovado;Educação
[ON] [JOURNEY] [TURMA 03] [PILAR 1: AUMENTO DE RECEITA] [GUSTAVO PAGOTTO] [20/03/2025];March 13, 2025 4:06 PM;Raffaella Lima;;Aprovado;Educação
[ON] [JOURNEY] [TURMA 03] [PILAR 1: AUMENTO DE RECEITA] [DOUGLAS CONRAD] [21/03/2025];March 13, 2025 4:16 PM;Gui Juhas;24/03/2025;Aprovado;Educação
[Edição de Case] [SKILLS] Case SKILLS Conference [CAROLINE_MUNIZ];March 13, 2025 4:18 PM;Joyce Moraes;03/06/2025;Aprovado;Educação
[SKILLS] Case SKILLS Conference BETO_QUINTAO;March 13, 2025 4:19 PM;Erik Gomes;;Aprovado;Educação
[SKILLS] Case SKILLS Conference IGOR_RELA;March 13, 2025 4:19 PM;Erik Gomes;;Aprovado;Educação
[SKILLS] Case SKILLS Conference KLEBER_DE_PAULA;March 13, 2025 4:20 PM;Erik Gomes;;Aprovado;Educação
[ON] [JOURNEY] [TURMA 03] [PILAR 1: AUMENTO DE RECEITA] [IGOR MURAKAMI] [22/03/2025];March 13, 2025 4:21 PM;Gui Juhas;24/03/2025;Aprovado;Educação
[REELS] [G4] Julian Tonioli - G4 Day;March 14, 2025 12:50 PM;Pedro Augusto;21/03/2025;Aprovado;Social G4
[REELS] [G4] Gustavo Werneck - G4 Day;March 14, 2025 12:54 PM;Wilson Silva;15/03/2025;Aprovado;Social G4
[CURSO] Board de Conselho para Mentores - BOARD MEETING MELZI ;March 14, 2025 2:23 PM;Gui Juhas;26/05/2025;Aprovado;Comunidades
[YOUTUBE] [G4 EDUCAÇÃO] BYD;March 17, 2025 10:56 AM;Raffaella Lima;20/03/2025;Aprovado;Youtube G4
[PODCAST] [EXTREMOS] UELTOM LIMA;March 17, 2025 2:21 PM;Gustavo Cairo;;Cancelado;Podcast
[ADs] [ONLINE] [SKL e FG4] BRUNO CUNHA;March 17, 2025 3:01 PM;Gui Juhas;19/03/2025;Aprovado;Educação
[YOUTUBE] [TG] ST. MORITZ;March 17, 2025 3:57 PM;Pedro Augusto;;Aprovado;
[Club] [Trilha de empreendedorismo jovem] Aula 5 (presencial);March 17, 2025 6:01 PM;Gustavo Cairo;;Aprovado;Comunidades
[Video “regras do jogo” com TG] G4 DAY;March 18, 2025 3:37 PM;Lucas Liberato;;Aprovado;Matricial
[REELS] [NARDON] Base de clientes_Mentoria;March 18, 2025 4:09 PM;Gustavo Cairo;19/03/2025;Aprovado;Social G4
[REELS] [NARDON] Benchmark_Mentoria;March 18, 2025 4:10 PM;Gustavo Cairo;;Cancelado;Social G4
[ADs] [ONLINE] [FG4] DEPOIMENTOS;March 18, 2025 5:23 PM;Lucas Liberato;21/03/2025;Aprovado;Educação
Edição - Aulas Ao Vivo | G4 GEMP: Estratégia de produtos;March 18, 2025 9:46 PM;Gui Juhas;21/03/2025;Aprovado;Educação
[CURSO] [PROGRAMAS DE GESTÃO] Trilha preparatória de AI para Negócios com Victor Meireles;March 19, 2025 2:18 PM;Erik Gomes;31/03/2025;Aprovado;Educação
[CURSO] Negociação Comercial;March 19, 2025 3:13 PM;Thainá Vilhena;;Aprovado;Educação
[ADs] [IM] [TRACTION] ZAMBI;March 19, 2025 3:33 PM;Erik Gomes;21/03/2025;Aprovado;Matricial
[GEMP T07] Aula 05 - Gestão de processos - Victor Meireles;March 19, 2025 6:46 PM;Joyce Moraes;03/04/2025;Aprovado;Educação
[GEMP T07] Aula 06 - Cultura - Marcela Zaidem;March 19, 2025 6:53 PM;Gui Juhas;04/04/2025;Aprovado;Educação
[GEMP T07] - Aula extra - IA para negócios com Victor Meireles;March 19, 2025 6:59 PM;Raffaella Lima;14/04/2025;Aprovado;Educação
Edição - Aulas Ao Vivo | G4 Traction - Transmissão realizada na Turma 63 - Gestão Financeira;March 20, 2025 9:03 AM;Lucas Liberato;31/03/2025;Aprovado;
Edição - Aulas Ao Vivo | G4 Traction - Transmissão realizada na Turma 63 - Operações e processos;March 20, 2025 9:10 AM;Lucas Liberato;31/03/2025;Aprovado;
[MATRICIAL] [G4 DAY] KV ANIMADO;March 20, 2025 9:54 AM;Wilson Silva;25/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] KV ANIMADO + PATROCINADORES;March 20, 2025 9:55 AM;Wilson Silva;28/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] KV ANIMADO + INICIAREMOS E VOLTARES;March 20, 2025 9:56 AM;Wilson Silva;28/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] VÍDEOS DOS PALESTRANTES - WERNECK;March 20, 2025 9:56 AM;Wilson Silva;28/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] HINO DO BRASIL;March 20, 2025 9:57 AM;Gui Juhas;24/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] VÍDEO DE ABERTURA;March 20, 2025 9:58 AM;Pedro Augusto;28/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] VÍDEO PÓS-ALMOÇO;March 20, 2025 9:58 AM;Wilson Silva;28/03/2025;Aprovado;Matricial
[CURSO] [JOURNEY] ONBOARDING;March 20, 2025 11:04 AM;Gui Juhas;02/04/2025;Aprovado;Educação
[ONLINE] [JOURNEY] [TURMA 03] [Q&A NARDON] [24/03/2025];March 20, 2025 11:14 AM;Raffaella Lima;26/03/2025;Aprovado;Educação
[MATRICIAL] [G4 DAY]  DEPOIMENTOS (1);March 20, 2025 1:40 PM;Joyce Moraes;27/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY]  DEPOIMENTOS  (2);March 20, 2025 1:45 PM;Joyce Moraes;27/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY]  DEPOIMENTOS + COUNTDOWN (ALMOÇO);March 20, 2025 1:48 PM;Joyce Moraes;27/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY]  DEPOIMENTOS + COUNTDOWN (ABERTURA);March 20, 2025 1:51 PM;Joyce Moraes;27/03/2025;Aprovado;Matricial
[REELS] [G4] G4 Day Tallis 01;March 20, 2025 3:32 PM;Gui Juhas;21/03/2025;Aprovado;Social G4
[REELS] [G4] G4 Day Tallis 02;March 20, 2025 3:34 PM;Gustavo Cairo;21/03/2025;Aprovado;Social G4
[REELS] [G4] G4 Day Tallis 03;March 20, 2025 3:35 PM;Raffaella Lima;21/03/2025;Aprovado;Social G4
[REELS] [G4] G4 Day Tallis 04;March 20, 2025 3:35 PM;Lucas Liberato;;Aprovado;Social G4
[ADs] [ON] [FG4] Reeditar Ads Vencedores;March 20, 2025 4:32 PM;Lucas Liberato;;Cancelado;Educação
[YOUTUBE] [G4 EDUCAÇÃO] NUBANK;March 20, 2025 6:13 PM;Raffaella Lima;;Aprovado;Youtube G4
[ADs] [GTM] [G4DAY] MISA;March 20, 2025 6:20 PM;Pedro Augusto;21/03/2025;Aprovado;Matricial
[ADs] [IM] [Traction] Misa;March 20, 2025 6:20 PM;Lucas Liberato;21/03/2025;Aprovado;
[Transmissão Monitoria] [Coorporativo] Monitoria Online Ao Vivo - Pré G4 Day;March 21, 2025 1:14 PM;Flávio Rocha;;Aprovado;Matricial
[CURSO] Decole Seu Negócio - TAN + Misa;March 21, 2025 2:57 PM;Raffaella Lima;;Aprovado;Educação
[REELS] [G4] Despedida Riedo;March 21, 2025 3:48 PM;Lucas Liberato;;Aprovado;Social G4
[ADs] [GTM] [G4 DAY] DEPOIMENTOS;March 21, 2025 4:28 PM;Gui Juhas;21/03/2025;Aprovado;Matricial
[JOURNEY] [T3] [CKP AUMENTO DE RECEITA EM SERVIÇOS];March 21, 2025 4:30 PM;Erik Gomes;;Cancelado;Educação
[PODCAST] [EXTREMOS] Paulo Henrique (Organne);March 24, 2025 1:18 PM;Gustavo Cairo;25/03/2025;Aprovado;Podcast
[PODCAST] [PAPO DE GESTÃO] OTTO FELIX;March 24, 2025 5:28 PM;Erik Gomes;01/04/2025;Aprovado;Podcast
[PODCAST] [EXTREMOS] Roberto Jalonetsky | CEO Speedo;March 24, 2025 6:10 PM;Erik Gomes;;Aprovado;Podcast
[MATRICIAL] [G4 DAY] VÍDEOS DOS PALESTRANTES - FERNANDO SOARES;March 25, 2025 9:29 AM;Gustavo Cairo;26/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] VÍDEOS DOS PALESTRANTES - DENER LIPPERT;March 25, 2025 9:30 AM;Lucas Liberato;26/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] VÍDEOS DOS PALESTRANTES - JULIAN TONIOLI;March 25, 2025 9:30 AM;Gui Juhas;26/03/2025;Aprovado;Matricial
[MATRICIAL] [G4 DAY] VÍDEOS DOS PALESTRANTES - MARCELA ZAIDEM;March 25, 2025 9:30 AM;Wilson Silva;28/03/2025;Aprovado;Matricial
OK [SCALE] Mentoria Online 03;March 25, 2025 12:18 PM;Gui Juhas;04/04/2025;Aprovado;Comunidades
[ADs] [IM] [Traction] Aftermovie;March 25, 2025 1:08 PM;Lucas Liberato;08/04/2025;Aprovado;
[PODCAST] [PAPO DE GESTÃO] PAULO ANTUNES;March 25, 2025 4:23 PM;Erik Gomes;01/04/2025;Aprovado;Podcast
[REELS] [NARDON] Moçada ansiosa;March 25, 2025 6:56 PM;Erik Gomes;01/04/2025;Aprovado;Social G4
[REELS] [NARDON] Nada a ver comigo;March 25, 2025 6:57 PM;Lucas Liberato;31/03/2025;Aprovado;Social G4
[REELS] [NARDON] Um dia;March 25, 2025 7:18 PM;Erik Gomes;01/04/2025;Aprovado;Social G4
[REELS] [G4] João Adibe - G4 Day;March 26, 2025 11:19 AM;Gui Juhas;;Cancelado;Social G4
[AFTERMOVIE] G4 Sales;March 26, 2025 1:41 PM;Joyce Moraes;17/05/2025;Aprovado;
[PODCAST] [EXTREMOS] Clovis (Giuliana Flores);March 26, 2025 3:38 PM;Gustavo Cairo;;Aprovado;Podcast
[PODCAST] [EXTREMOS] MIGUEL ABUHAB;March 26, 2025 4:00 PM;Erik Gomes;01/04/2025;Aprovado;Podcast
[PODCAST] [PAPO DE GESTÃO] ILANA BOBROW;March 26, 2025 6:41 PM;Joyce Moraes;03/04/2025;Aprovado;Podcast
[Edição] [Produto_P&D] Marcela Zaidem_G4 Day;March 27, 2025 10:20 AM;Gustavo Cairo;;Aprovado;Matricial
[PODCAST] [EXTREMOS] ROBERTO SPIGHEL;March 27, 2025 10:57 AM;Gustavo Cairo;;Aprovado;Podcast
[JOURNEY T05] Aula e Q&A - Renato Barros;March 27, 2025 2:41 PM;;;Cancelado;Educação
[CLASS] [VÍDEO DE ABERTURA];March 28, 2025 3:31 PM;Wilson Silva;02/04/2025;Aprovado;Comunidades
[CORTE DE PODCAST] [PROGRAMAS DE GESTÃO] CONTEÚDO EM VÍDEO PARA AULA;March 31, 2025 11:54 AM;Gui Juhas;31/03/2025;Aprovado;
[CLASS] [KV Animado + Vinhetas Gerais];March 31, 2025 5:28 PM;Pedro Augusto;02/04/2025;Aprovado;Comunidades
[CLASS] [Vinhetas Palestrantes];March 31, 2025 5:29 PM;Lucas Liberato;;Aprovado;Comunidades
[CLASS] [Vinhetas Paineis];March 31, 2025 5:29 PM;Lucas Liberato;;Cancelado;Comunidades
[CLASS] [Vinheta Festa];March 31, 2025 5:29 PM;Gustavo Cairo;;Aprovado;Comunidades
[YOUTUBE] [G4 EDUCAÇÃO] RED BULL;April 1, 2025 11:01 AM;Erik Gomes;;Aprovado;Youtube G4
[YOUTUBE] Nardon - Oneday + Fechamento;April 1, 2025 2:47 PM;Pedro Augusto;;Aprovado;
[ADs] [FG4] After Movie;April 1, 2025 5:37 PM;Joyce Moraes;;Cancelado;Educação
[JOURNEY] [T03] [IA PARA NEGÓCIOS] [YAGO MARTINS] [08/04/2025];April 2, 2025 6:16 PM;Lucas Liberato;;Aprovado;Educação
[JOURNEY] [T03] [GESTÃO DE NEGÓCIOS] [MARCELO TOLEDO] [10/04/2025];April 2, 2025 6:25 PM;Raffaella Lima;;Aprovado;Educação
DEPOIMENTOS | DECK DE SPRINTS | SPRINTS & COHORTS;April 3, 2025 2:07 PM;Pedro Augusto;;Aprovado;
[VIDEO] [SCALE] CRONÔMETROS MENTORIA E BOARDS SM;April 4, 2025 3:25 PM;Wilson Silva;;Aprovado;
[AFTERMOVIE + DEPOIMENTOS] G4 Traction - Turma 65;April 7, 2025 9:47 AM;Wilson Silva;30/06/2025;Aprovado;
[PODCAST] [EXTREMOS] MAGNUN BARCAROL;April 7, 2025 9:51 AM;Gustavo Cairo;;Aprovado;Podcast
[ADs] [FG4] AJUSTAR ÁUDIO DO VÍDEO;April 7, 2025 11:50 AM;Lucas Liberato;09/04/2025;Aprovado;Educação
[PROGRAMAS DE GESTÃO] [G4 MONITORIAS] Mapeamento e otimização de processos - Abril/2025;April 7, 2025 1:26 PM;Gui Juhas;16/04/2025;Aprovado;Educação
[PROGRAMAS DE GESTÃO] [G4 MONITORIAS] Definição e mensuração de indicadores de desempenho;April 7, 2025 1:34 PM;Raffaella Lima;;Cancelado;Educação
[PROGRAMAS DE GESTÃO] [G4 MONITORIAS] Automatização de processos e ferramentas digitais;April 7, 2025 1:35 PM;Gui Juhas;;Aprovado;Educação
[G4 MONITORIAS] [EDIÇÃO] Planejamento financeiro e fluxo de caixa;April 7, 2025 1:39 PM;Lucas Liberato;;Aprovado;Educação
[G4 MONITORIAS] [EDIÇÃO]  Gestão de custos e controle de despesas;April 7, 2025 1:42 PM;Raffaella Lima;;Cancelado;Educação
[G4 MONITORIAS] [EDIÇÃO]  Análise de rentabilidade e decisões baseadas em dados;April 7, 2025 1:45 PM;Thainá Vilhena;;Cancelado;Educação
[REELS] [G4] Old Spice;April 7, 2025 2:54 PM;Gustavo Cairo;09/04/2025;Aprovado;Social G4
Cortes - Youtube Nardon índia;April 7, 2025 4:03 PM;Lucas Liberato;09/04/2025;Aprovado;Social G4
YT - Nardon - IronMan 70.3 Brasilia;April 7, 2025 6:32 PM;Pedro Augusto;;Aprovado;
[REELS] [Nardon] Divulgação Índia YouTube;April 7, 2025 6:41 PM;Lucas Liberato;;Aprovado;Social G4
[YOUTUBE] [G4 EDUCAÇÃO] GENZ;April 8, 2025 9:58 AM;Erik Gomes;;Aprovado;Youtube G4
YT Nardon - Preparação IronMan full;April 8, 2025 10:10 AM;Pedro Augusto;;Aprovado;
YT Nardon - IronMan Full;April 8, 2025 10:28 AM;Pedro Augusto;;Aprovado;
[ADs] [Corporativo] [G4 Pelo Brasil] Misa;April 8, 2025 10:30 AM;Gui Juhas;;Cancelado;Matricial
[ADs] [ON] [FG4] ZAMBI;April 8, 2025 10:32 AM;Gui Juhas;14/04/2025;Aprovado;Educação
[REELS] [NARDON] Problema grande;April 8, 2025 10:40 AM;Wilson Silva;10/04/2025;Aprovado;Social G4
[REELS] [NARDON] Começar algo novo;April 8, 2025 10:43 AM;Pedro Augusto;15/04/2025;Aprovado;Social G4
[PP] Depoimentos | AI Academy ;April 8, 2025 1:28 PM;Joyce Moraes;23/04/2025;Aprovado;
[ACADEMIA AI] Aula 1 - T01;April 8, 2025 1:37 PM;Thainá Vilhena;;Aprovado;Educação
[ACADEMIA AI] Aula 2 - T01;April 8, 2025 2:28 PM;Raffaella Lima;;Aprovado;Educação
[ACADEMIA AI] Aula 3 - T01;April 8, 2025 2:33 PM;Thainá Vilhena;;Aprovado;Educação
[ACADEMIA AI]  Aula 4 - T01;April 8, 2025 2:40 PM;Thainá Vilhena;;Aprovado;Educação
[G4 MONITORIAS] [EDIÇÃO]  Contratação e retenção de talentos;April 8, 2025 3:23 PM;;;Cancelado;Educação
[G4 MONITORIAS] [EDIÇÃO]  Cultura organizacional;April 8, 2025 3:25 PM;;;Cancelado;Educação
[G4 MONITORIAS] [EDIÇÃO]  Desenvolvimento de líderes e plano de carreira;April 8, 2025 3:33 PM;;;Cancelado;Educação
[JOURNEY] [T03] [Q&A] [FELIPE HATAB] [14/04/2025];April 8, 2025 5:31 PM;Gui Juhas;15/04/2025;Aprovado;Educação
[JOURNEY] [T03] [Q&A] [THEO OROSCO] [15/04/2025];April 8, 2025 5:35 PM;Gui Juhas;16/04/2025;Aprovado;Educação
[JOURNEY] [T03] [Q&A] [LUCCAS RIEDO] [16/04/2025];April 8, 2025 5:42 PM;Gui Juhas;17/04/2025;Aprovado;Educação
[ADs] [FG4] Gravação Novos Anúncios;April 8, 2025 5:48 PM;Gui Juhas;16/04/2025;Aprovado;Educação
[REELS] [G4] Saratoga;April 9, 2025 1:36 PM;Lucas Liberato;11/04/2025;Aprovado;Social G4
[ADs] [SKL] [SKL] CUNHA;April 9, 2025 1:50 PM;Pedro Augusto;22/04/2025;Aprovado;Educação
[ADs] [IM] [TRACTION] NARDON;April 10, 2025 10:14 AM;Pedro Augusto;14/04/2025;Aprovado;
[ADs] [IM] [GE] DEPOIMENTOS;April 10, 2025 3:19 PM;Gui Juhas;14/04/2025;Aprovado;
[ADs] [IM] [TRACTION] DEPOIMENTOS;April 10, 2025 3:22 PM;Wilson Silva;11/04/2025;Aprovado;
[ADs] [IM] [TRACTION] READAPTACAO VIDEOS;April 10, 2025 3:24 PM;Wilson Silva;14/04/2025;Aprovado;
[ADs] [IM] [GE] TALLIS GOMES;April 10, 2025 4:25 PM;Gui Juhas;11/04/2025;Aprovado;
[ADs] [CM] [SCALE] START SCALE;April 11, 2025 9:48 AM;Gui Juhas;17/04/2025;Aprovado;Comunidades
[PODCAST] [PAPO DE GESTÃO] DENNIS WANG;April 11, 2025 6:08 PM;Gustavo Cairo;;Aprovado;Podcast
Video de Abertura | Programas Presenciais;April 13, 2025 11:11 PM;Joyce Moraes;07/05/2025;Cancelado;
[ADs] [IM] [TRACTION] NARDON;April 14, 2025 11:26 AM;Gui Juhas;15/04/2025;Aprovado;
[ADs] [SKL] [SKL] NARDON;April 14, 2025 11:28 AM;Gui Juhas;28/04/2025;Aprovado;Educação
[YOUTUBE] [G4 EDUCAÇÃO] TRUMP ESTÁ DESTRUINDO OS EUA?;April 14, 2025 12:06 PM;Erik Gomes;22/04/2025;Aprovado;Youtube G4
[ONLINE] Encontro Presencial | G4 Gestão Empresarial;April 14, 2025 5:03 PM;Gui Juhas;;Cancelado;Educação
[PODCAST] [PAPO DE GESTÃO] JULIO DE ANGELI;April 14, 2025 5:39 PM;Gustavo Cairo;29/04/2025;Aprovado;Podcast
[REELS] [G4] BK | Stevenage;April 15, 2025 10:45 AM;Gui Juhas;;Aprovado;Social G4
[REELS] [G4] Itaú;April 15, 2025 11:05 AM;Gui Juhas;;Aprovado;Social G4
[REELS] [NARDON] Rosewood;April 15, 2025 2:01 PM;Lucas Liberato;16/04/2025;Aprovado;Social G4
[G4 PELO BRASIL] Vinhetas Gerais;April 15, 2025 3:12 PM;Wilson Silva;16/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] KV Animado;April 15, 2025 5:59 PM;Wilson Silva;;Aprovado;Matricial
[G4 PELO BRASIL] Vinhetas Palestrantes;April 15, 2025 6:00 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Tallis;April 15, 2025 6:00 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Alfredo;April 15, 2025 6:01 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Nardon;April 15, 2025 6:01 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Zaidem;April 15, 2025 6:01 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Julian;April 15, 2025 6:02 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Hatab;April 15, 2025 6:02 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Jon;April 15, 2025 6:02 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Cleonildo;April 15, 2025 6:02 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos Pré-mentores | Napole;April 15, 2025 6:02 PM;Wilson Silva;25/04/2025;Aprovado;Matricial
[G4 PELO BRASIL] Hino do Brasil;April 15, 2025 6:03 PM;Gui Juhas;;Aprovado;Matricial
[G4 PELO BRASIL] Countdown + Depoimentos;April 15, 2025 6:03 PM;Gui Juhas;;Aprovado;Matricial
[G4 PELO BRASIL] Divulgação OOH;April 15, 2025 6:04 PM;Gui Juhas;;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos de Abertura;April 15, 2025 6:04 PM;Gui Juhas;;Aprovado;Matricial
[G4 PELO BRASIL] Vídeos pós-almoço;April 15, 2025 6:04 PM;Wilson Silva;;Aprovado;Matricial
[REELS] [NARDON] Problema impossível;April 16, 2025 11:10 AM;Lucas Liberato;22/04/2025;Aprovado;Social G4
[PODCAST] [EXTREMOS] ADIBE (G4 DAY);April 16, 2025 1:57 PM;Joyce Moraes;28/04/2025;Aprovado;Podcast
[REELS] [G4 CAPITAL] VÍDEOS APRESENTAÇÃO PARCEIRO;April 16, 2025 2:20 PM;Pedro Augusto;08/05/2025;Aprovado;G4 Tools
[REELS] [G4] Shopping Fantasma;April 16, 2025 4:30 PM;Gui Juhas;;Aprovado;Social G4
[REELS] [G4] Stanley;April 16, 2025 4:52 PM;Gui Juhas;;Aprovado;Social G4
[REELS] [G4] RED BULL;April 16, 2025 5:36 PM;Gui Juhas;;Aprovado;Social G4
[JOURNEY] [T04] [AULA INAUGURAL] [BRUNO CUNHA] [23/04/2025];April 16, 2025 5:47 PM;Gustavo Cairo;;Aprovado;Educação
[CASE] [GERAÇÃO G4] https://app.hubspot.com/contacts/7186301/record/2-5260914/20340381876/;April 17, 2025 11:15 AM;Lucas Liberato;21/05/2025;Aprovado;Matricial
[GRAVAÇÃO] Apresentação G4 Scale/Campanha Scale + Sprint;April 17, 2025 1:27 PM;Wilson Silva;07/05/2025;Aprovado;Comunidades
[CASE] [GERAÇÃO G4] Juliana de Morais;April 17, 2025 2:15 PM;Raffaella Lima;03/06/2025;Aprovado;Matricial
[YOUTUBE] [G4 EDUCAÇÃO] MARCAS E DESIGN;April 22, 2025 9:59 AM;Erik Gomes;;Aprovado;Youtube G4
[Vídeo para LP] [Corporativo] Carta Misa;April 22, 2025 11:38 AM;Gustavo Cairo;;Aprovado;Matricial
[PODCAST] [PAPO DE GESTÃO] CADU ALTONA;April 22, 2025 2:09 PM;Pedro Augusto;09/05/2025;Aprovado;Podcast
[REELS] [G4] Papa;April 22, 2025 2:11 PM;Gui Juhas;28/04/2025;Aprovado;Social G4
[PODCAST] [PAPO DE GESTÃO] ISRAEL SALMEN;April 23, 2025 9:39 AM;Gustavo Cairo;;Aprovado;Podcast
[ON] [G4 Journey] Turma 4 -;April 23, 2025 2:14 PM;Flávio Rocha;;Aprovado;Educação
[PODCAST] [EXTREMOS] MANU CIT E GABRIEL DELGADO;April 23, 2025 3:21 PM;Erik Gomes;;Aprovado;Podcast
[PODCAST] [EXTREMOS] FILIPE PENONI;April 23, 2025 4:50 PM;Gustavo Cairo;;Aprovado;Podcast
[PODCAST] [EXTREMOS] LEANDRO AGUIARI;April 23, 2025 5:56 PM;Gustavo Cairo;;Aprovado;Podcast
[CASE] Maura Regina Mendonça;April 24, 2025 10:26 AM;Joyce Moraes;18/06/2025;Aprovado;Matricial
[REELS] [G4] Hermes;April 24, 2025 11:28 AM;Gui Juhas;28/04/2025;Aprovado;Social G4
[Decole seu negócio] Módulo 9 - Misa;April 24, 2025 12:01 PM;Joyce Moraes;19/05/2025;Aprovado;Educação
[PODCAST] [PAPO DE GESTÃO] CLEONILDO SCARABELLO;April 24, 2025 2:23 PM;Erik Gomes;;Aprovado;Podcast
[REELS] [tallis] Epístola 1;April 24, 2025 2:53 PM;Pedro Augusto;;Aprovado;
[ADs] [FG4] Novos Ads - Misa;April 24, 2025 3:38 PM;Erik Gomes;09/05/2025;Aprovado;Educação
[ADs] [FG4] Novos Ads - João Vitor;April 24, 2025 3:42 PM;;;Cancelado;Educação
[ADs] [FG4] Novos Ads - Cunha;April 24, 2025 4:53 PM;Gustavo Cairo;12/05/2025;Aprovado;Educação
